Question,Answer
How does editing an order impact reporting?,"→ Updated values automatically reflect in reports.
→ Changing status updates financial summaries.
→ Reports remain real-time and accurate.
→ It ensures updated business insights."
 What is the business importance of tracking order status?,"→ It shows whether payment is pending or completed.
→ It helps teams manage follow-ups.
→ It improves workflow visibility.
→ It supports operational planning."
 How does SAP integration benefit the Custom Orders module?,"→ It synchronizes order data between Salesforce and SAP.
→ It prevents duplicate data entry.
→ It ensures enterprise-level financial consistency.
→ It improves cross-department collaboration."
 What role does the Amount field play in revenue forecasting?,"→ It represents expected revenue per order.
→ Paid amounts reflect confirmed revenue.
→ Unpaid amounts indicate pending revenue.
→ It supports financial planning and budgeting."
How does the Orders List page improve productivity?,"→ It centralizes order management.
→ Users can filter, search, and sort quickly.
→ It reduces navigation time.
→ It enhances workflow speed."
 What is the significance of bulk selection using checkboxes?,"→ Multiple records can be selected at once.
→ Bulk actions can be performed efficiently.
→ It saves time in large datasets.
→ It increases operational efficiency"
How to open in Custom Invoices page ?,"→ Open Sales Reg from Add Lancher 
→ Click on Custom Invoices.
→ It will open to Custom Invoices page."
what can we see when Custom Invoices page ?,"we can overview of Custom Invoices page like ALL, PAID ,OVERDUE ,NEW INVOICE , SEARCH ."
What information is displayed in the invoice table?,"we can see  S.NO, INVOICE , CUSTOMER , TOTAL AMOUNT, STATUS ."
What does the “All ” tab represent?,It shows the total number of invoices available in the system.
What is the meaning of “Paid ”?,It indicates invoices that have been successfully paid by customers.
What does “Overdue ” mean?,It shows invoices where the payment due date has passed without receiving payment.
Why is the “New Invoice” button used?,To create a new invoice record in Salesforce.
How can a user find a specific invoice quickly?,"To find the details  of customer invoice name, customer ,total amount , Status"
Why are invoice statuses color-coded?,"To help users quickly identify paid and overdue invoices. ALL, PAID, OVERDUE"
Why Previous and Next buttons are used ?,The Previous and Next buttons are used to navigate between records quickly without going back to the list view.
Why Salesforce provides these buttons ?,"Faster navigation , Saves Times"
What is Wrap Text?,"If the text is too long, it moves to the next line inside the same column instead of cutting off."
What is Clip Text?,"If the text is too long, it cuts off the extra text and shows only what fits in the column."
When Wrap Text is used ?,"Data is important , User must read full value"
When Clip Text is used ?,"UI should look clean, Data length is predictable"
what will happen we click on new invoice ?,it will be pop-up and show the detailes for what we need in invoice
what Details will be in new invoice ?,"Customer Details , Invoice Information ,  Dates"
why Customer Details ?,"Identify who the invoice is for Customer Name, Customer Email."
why Customer Email ?," Link invoice to business transaction, Order related, Order ID, Amount"
why Dates ?,"Track billing timeline, Invoice Date , Due date"
What is the purpose of the Create Invoice ?,"To create a new invoice by capturing customer, order, amount, and due date details."
